ROW_ID,DEPTH,DATA_ROLE,SEGMENT_ID,PRIMARY_BLIND_MASK,PHYSICAL_QC_MASK,EXCLUSION_REASON
297,2720.1104,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
298,2720.2628,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
299,2720.4152,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
300,2720.5676,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
301,2720.72,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
302,2720.8724,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
303,2721.0248,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
304,2721.1772,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
305,2721.3296,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
306,2721.482,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
307,2721.6344,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
308,2721.7868,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
309,2721.9392,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
310,2722.0916,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
311,2722.244,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
312,2722.3964,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
313,2722.5488,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
314,2722.7012,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
315,2722.8536,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
316,2723.006,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
317,2723.1584,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
318,2723.3108,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
319,2723.4632,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
320,2723.6156,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
321,2723.768,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
322,2723.9204,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
323,2724.0728,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
324,2724.2252,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
325,2724.3776,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
326,2724.53,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
327,2724.6824,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
328,2724.8348,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
329,2724.9872,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
330,2750.1396,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
331,2750.292,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
332,2750.4444,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
333,2750.5968,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
334,2750.7492,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
335,2750.9016,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
336,2751.054,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
337,2751.2064,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
338,2751.3588,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
339,2751.5112,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
340,2751.6636,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
341,2751.816,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
342,2751.9684,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
343,2752.1208,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
344,2752.2732,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
345,2752.4256,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
346,2752.578,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
347,2752.7304,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
348,2752.8828,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
349,2753.0352,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
350,2753.1876,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
351,2753.34,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
352,2753.4924,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
353,2753.6448,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
354,2753.7972,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
355,2753.9496,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
356,2754.102,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
357,2754.2544,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
358,2754.4068,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
359,2754.5592,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
360,2754.7116,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
361,2754.864,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
362,2755.0164,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
363,2755.1688,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
364,2755.3212,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
365,2755.4736,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
366,2755.626,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
367,2755.7784,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
368,2755.9308,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
369,2756.0832,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
370,2756.2356,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
371,2756.388,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
372,2756.5404,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
373,2756.6928,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
374,2756.8452,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
375,2756.9976,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
376,2757.15,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
377,2757.3024,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
378,2757.4548,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
379,2757.6072,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
380,2757.7596,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
381,2757.912,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
382,2758.0644,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
383,2758.2168,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
384,2758.3692,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
385,2758.5216,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
386,2758.674,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
387,2758.8264,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
388,2758.9788,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
389,2759.1312,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
390,2759.2836,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
391,2759.436,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
392,2759.5884,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
393,2759.7408,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
394,2759.8932,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
395,2760.0456,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
396,2760.198,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
397,2760.3504,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
398,2760.5028,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
399,2760.6552,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
400,2760.8076,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
401,2760.96,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
402,2761.1124,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
403,2761.2648,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
404,2761.4172,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
405,2761.5696,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
406,2761.722,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
407,2761.8744,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
408,2762.0268,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
409,2762.1792,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
410,2762.3316,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
411,2762.484,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
412,2762.6364,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
413,2762.7888,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
414,2762.9412,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
415,2763.0936,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
416,2763.246,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
417,2763.3984,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
418,2763.5508,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
419,2763.7032,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
420,2763.8556,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
421,2764.008,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
422,2764.1604,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
423,2764.3128,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
424,2764.4652,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
425,2764.6176,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
426,2764.77,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
427,2764.9224,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
428,2765.0748,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
429,2765.2272,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
430,2765.3796,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
431,2765.532,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
432,2765.6844,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
433,2765.8368,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
434,2765.9892,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
435,2766.1416,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
436,2766.294,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
437,2766.4464,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
438,2766.5988,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
439,2766.7512,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
440,2766.9036,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
441,2767.056,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
442,2767.2084,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
443,2767.3608,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
444,2767.5132,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
445,2767.6656,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
446,2767.818,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
447,2767.9704,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
448,2768.1228,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
449,2768.2752,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
450,2768.4276,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
451,2768.58,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
452,2768.7324,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
453,2768.8848,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
454,2769.0372,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
455,2769.1896,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
456,2769.342,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
457,2769.4944,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
458,2769.6468,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
459,2769.7992,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
460,2769.9516,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
461,2770.104,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
462,2770.2564,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
463,2770.4088,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
464,2770.5612,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
465,2770.7136,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
466,2770.866,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
467,2771.0184,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
468,2771.1708,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
469,2771.3232,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
470,2771.4756,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
471,2771.628,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
472,2771.7804,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
473,2771.9328,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
474,2772.0852,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
475,2772.2376,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
476,2772.39,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
477,2772.5424,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
478,2772.6948,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
479,2772.8472,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
480,2772.9996,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
481,2773.152,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
482,2773.3044,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
483,2773.4568,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
484,2773.6092,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
485,2773.7616,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
486,2773.914,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
487,2774.0664,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
488,2774.2188,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
489,2774.3712,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
490,2774.5236,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
491,2774.676,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
492,2774.8284,WELL_B_SEG1_OVERLAP_DIAGNOSTIC,1,0,0,SEG1_OVERLAP
